1.184558475924079524e+01,1.593763016544896871e+01,1.395643377791157391e+01
1.931929153570792934e+01,1.241807259898000027e+01,1.841812500490154747e+01
1.512984386440971818e+01,1.142258440141480413e+01,1.112380506503844657e+01
1.071752503206760743e+01,1.808078616117916937e+01,1.345798538413075285e+01
1.278296255821240734e+01,1.579991957640283928e+01,1.171176559840615461e+01
1.860394467460185552e+01,1.729965197838630786e+01,1.344882774039740880e+01
1.597770219139571779e+01,1.108401349200587660e+01,1.664558965965542114e+01
1.905631060007467781e+01,1.661076265139026376e+01,1.688290408377890373e+01
1.975905681733728869e+01,1.221566079464272470e+01,1.910830269797902758e+01
1.895661771598799561e+01,1.513592380897409484e+01,1.834516378619456844e+01
1.362193868484630244e+01,1.087726775002753676e+01,1.198401716614700874e+01
1.662601247717213226e+01,1.547772175122200267e+01,1.790081701475791931e+01
1.653055464634348937e+01,1.540730610349977248e+01,1.528958707046594157e+01
1.322714656274326472e+01,1.353942929467715750e+01,1.156273760535299999e+01
1.661757133708110956e+01,1.767971311013950597e+01,1.988795820869610864e+01
1.718330469429547236e+01,1.379819616685665906e+01,1.905250859534326580e+01
1.886468575067305053e+01,1.818773279509911589e+01,1.820888522486735184e+01
1.075336673962047307e+01,1.569567162580666420e+01,1.070423021738559655e+01
1.166667320631781912e+01,1.397612198223608537e+01,1.735434269596827761e+01
1.755521697316763152e+01,1.854421025517634902e+01,1.413115494023491969e+01
1.211959164473315909e+01,1.085167045135084507e+01,1.879310466420709602e+01
1.948979836381183262e+01,1.190515368880870817e+01,1.659618147412346900e+01
1.011654697135567282e+01,1.705422402357594791e+01,1.011529232248767052e+01
1.730476834693655874e+01,1.123203117570426812e+01,1.291339042657719638e+01
1.985376105708753514e+01,1.968733908226770524e+01,1.181597888593427115e+01
1.033539279146562606e+01,1.878020884249181677e+01,1.557045289827369317e+01
1.761934027048851448e+01,1.521647542226585159e+01,1.672449845286560333e+01
1.534000802487005899e+01,1.977108106690379685e+01,1.669632989438584403e+01
1.531394934638647953e+01,1.944839309102718161e+01,1.635028912891995034e+01
1.703813046704269496e+01,1.931930223810456582e+01,1.068938390471372202e+01
