2.685739765871930373e+01,2.537822277474583643e+01
2.982378102511422213e+01,2.520074193046631450e+01
2.169753071567337344e+01,1.204114915006689301e+01
2.682932809039168021e+01,1.714471269201081327e+01
1.536181828431745089e+01,2.251084440028492395e+00
2.807016730783997716e+01,6.712206972330734267e+00
1.648394262960518120e+01,2.903932313344182958e+01
1.111958813100077315e+01,2.380338195425169445e+01
2.216424165385657474e+01,2.355130611994340839e+01
7.326848602868033744e+00,4.635096518632833451e+00
4.851011184234566009e+00,1.446712193877892538e+01
2.726080959009077986e+01,6.968702754198013771e+00
2.798691277111920073e+01,1.642941178065130714e+01
1.745856429588611292e+01,2.450298827733323392e+01
9.324842018845226121e+00,1.840262162560929227e+01
1.340911460954385070e+01,2.549050883554478020e+01
9.047180340651040709e+00,2.894491354758452673e+01
1.309596533916682048e+01,2.603866153886563239e+01
1.325089089640782802e+01,1.664249020140768920e+01
9.930450407721036044e+00,2.164690198101523677e+01
2.553288554617107575e+00,2.356881529328007119e+01
1.090343891938672982e+01,1.579400691678136859e+01
2.660610235376258714e+01,2.936058060933676828e+01
2.214536440917596138e+01,5.855503293247231511e+00
1.135716453507828305e+01,2.030272151662706648e+01
2.138100962802539584e+01,2.247223862119114912e+01
2.120328415859060911e+01,4.063089569580462523e+00
2.573755367040857678e+01,2.019572829867980701e+00
2.044998969250119103e+01,2.813606879742176403e+01
1.662314540377577288e+01,1.365620187166462429e+01
2.421992819770637695e+01,8.566887810846953499e+00
2.621643442260179313e+01,2.957680727754784300e+01
1.102309556383495348e+01,2.553725961336385453e+01
8.306737885681332756e+00,1.166130247880231252e+01
2.714096760993390234e+01,2.365137083641784876e+00
1.184765862189430230e+01,2.620656777545746863e+01
3.625626422490752176e+00,3.127895517358923350e+00
2.537145933085134430e+01,8.343966240447851845e+00
5.663662758766728089e+00,2.606020945279847112e+01
2.312938260747719355e+01,2.881788540629041862e+01
3.129595140850224055e+00,8.253872469023331604e+00
4.645437880758911398e+00,2.347808102494035865e+01
1.121166630971507594e+01,2.757116403926325887e+01
1.793923546188602103e+01,2.428505753233133646e+01
2.877474288850086737e+01,1.705640897944651257e+01
2.285580974609493943e+00,1.394103191253649676e+01
1.290873224098629812e+01,2.139309859797561231e+01
1.107133047785839430e+01,1.696704451984288653e+01
2.555917481877036224e+01,2.607528964997954724e+00
2.678725093120144862e+01,9.721908554712241468e+00
